TopSpeed_KmH,Range_Km,Efficiency_WhKm,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,Formation_Energy,Above_Hull,Band_Gap,Temp,Density,Volume,HasBandstructure,Crystal_System,Discharge_Time,Decrement,Max_Voltage_Discharging,Min_Voltage_Charging,Time_constant_current,Charging_time,RUL
190,280,231,450,1,1,1,-2.532,0.005,2.72,16,3.249,168.54,1,2,1716,452.5714286,3.911,3.554,4328.36,8511.75,693
167,370,173,350,1,3,1,-2.532,0.005,2.918,32,3.181,344.33,1,2,1713.22,454,3.912,3.555,4292.34,8511.49,692
135,315,165,230,1,3,1,-2.532,0.005,2.994,32,3.148,347.939,1,2,1709.38,453,3.911,3.555,4292.34,8490.45,691
210,750,267,710,1,1,1,-2.531,0.006,2.841,32,3.231,338.972,1,2,1707.09,450,3.911,3.556,4292.24,8485.28,690
150,180,178,240,1,3,1,-2.527,0.01,2.8,16,3.104,176.442,1,2,1704.17,448.7142857,3.911,3.557,4256.31,8449.89,689
157,325,172,390,1,3,2,-2.729,0.012,2.973,22,2.888,258.73,1,2,1701.44,449,3.911,3.556,4256.33,8472.25,688
160,270,193,190,1,3,2,-2.523,0.014,2.693,32,3.159,346.674,1,2,1699.72,447.4285714,3.911,3.557,4256.38,8467.42,687
160,425,181,570,1,2,1,-2.522,0.015,2.757,32,3.226,339.508,1,2,1695.62,446.1428571,3.91,3.557,4256.36,8444.23,686
140,310,168,230,1,3,1,-2.418,0.033,1.176,40,2.941,424.186,1,2,1682.91,448.812,3.913,3.731,4164.98,8635.33,685
200,350,171,440,1,1,1,-2.376,0.06,1.422,28,3.033,345.946,1,2,1692.84,443.968,3.906,3.84,4112.34,8577.66,684
250,515,184,560,1,1,0,-2.374,0.062,1.265,14,2.98,176.01,1,2,1698,447,3.909,3.56,4220.34,8453.97,683
155,255,154,210,1,3,1,-2.371,0.065,1.398,28,2.985,351.446,1,2,1696.53,447.8571429,3.909,3.559,4256.34,8413.91,682
200,380,228,610,1,1,1,-2.675,0.065,2.969,66,2.861,783.351,1,2,1690.18,445,3.904,3.979,1808.35,6133.98,680
130,195,166,170,1,3,1,-2.37,0.066,1.194,56,3.014,696.129,1,2,1695.62,448,3.908,3.559,4220.35,8412.8,679
130,195,166,170,1,3,1,-2.369,0.067,1.31,56,3.029,692.711,1,2,1693.38,445,3.908,3.558,4220.35,8401.95,678
167,365,175,340,1,3,1,-2.467,0.07,2.916,64,3.046,719.179,1,2,1690.24,447,3.908,3.557,4220.35,8368.77,677
150,335,173,210,1,3,1,-2.455,0.07,2.344,26,3.213,309.993,1,2,1687.07,444,3.908,3.557,4220.39,8364.07,676
250,365,195,730,1,1,1,-2.365,0.07,1.527,28,3.029,346.421,0,2,1683.97,442.7142857,3.907,3.558,4220.35,8375.46,675
150,575,104,540,1,1,1,-2.453,0.072,2.84,26,3.579,278.304,1,2,1681.24,442.7142857,3.908,3.559,4184.42,8367.61,674
150,335,188,350,1,3,1,-2.858,0.075,3.273,68,2.37,967.213,1,2,1678.24,441.4285714,3.907,3.56,4184.35,8356.64,673
200,365,237,590,1,1,1,-2.591,0.076,2.744,64,2.658,899.635,1,2,1675.39,439,3.907,3.56,4184.35,8350.62,672
410,970,206,920,1,1,1,-2.353,0.082,1.411,28,3.112,337.098,1,2,1673.86,440.1428571,3.907,3.56,4184.35,8376.67,671
150,255,176,390,1,3,1,-2.352,0.083,0.77,28,3.736,280.858,1,2,1672.61,440.1428571,3.907,3.561,4148.35,8332.45,670
160,420,183,560,1,2,1,-2.352,0.083,1.367,28,2.935,357.496,1,2,1669.83,440.1428571,3.908,3.56,4148.35,8337.09,669
250,450,211,490,1,1,0,-2.351,0.084,0.871,14,3.762,139.432,1,2,1668.35,438,3.907,3.561,4148.31,8316.57,668
145,170,168,190,1,2,1,-2.351,0.084,1.323,28,3,349.762,1,2,1666.91,438.8571429,3.907,3.561,4148.39,8347.26,667
150,250,180,380,1,3,1,-2.574,0.094,2.842,64,3.249,735.894,1,2,1664,437,3.907,3.562,4148.34,8353.22,666
135,130,164,560,0,2,0,-2.339,0.097,0.736,28,3.605,291.06,1,2,1662.26,437.5714286,3.906,3.561,4148.36,8336.17,665
150,250,180,380,1,3,1,-2.327,0.109,0.702,28,3.203,327.583,1,2,1661.22,437.5714286,3.906,3.562,4112.36,8320.42,664
261,505,188,550,1,1,0,-2.291,0.144,0.511,14,4.15,126.395,1,2,1657.92,435,3.905,3.561,4112.39,8302.83,663
135,255,161,230,1,3,1,-2.012,0.19,0.717,22,3.927,216.338,1,2,1655.39,436.1142857,3.905,3.562,4112.36,8305.06,662
241,410,177,900,1,1,1,-2.904,0.012,0.904,38,3.098,441.742,1,3,1653.8,434,3.905,3.562,4112.39,8303.62,661
160,440,198,520,1,3,1,-2.755,0.019,2.346,46,3.481,528.536,1,3,1649.22,431.1428571,3.904,3.562,4112.33,8293.58,660
200,365,232,340,1,1,1,-2.946,0.02,3.286,44,3.009,521.131,1,3,1636.06,435.594,3.907,3.746,4004,8551.95,659
180,450,200,430,1,2,1,-2.194,0.028,0.311,63,4.093,595.723,0,3,1668.64,435,3.897,3.861,3860.42,8744.16,658
250,425,197,890,1,1,1,-2.69,0.031,0,25,3.434,302.156,1,3,1674.62,438.4285714,3.901,3.564,4148.32,8486.66,657
123,190,200,190,1,3,1,-2.894,0.043,2.865,54,3.012,665.118,1,3,1673.28,438.4285714,3.901,3.561,4184.32,8425.76,656
190,460,261,710,1,1,1,-2.736,0.045,2.164,28,2.985,381.117,1,3,1671.62,438.4285714,3.902,3.561,4148.35,8398.75,655
130,160,194,710,0,3,0,-2.61,0.05,2.045,45,3.062,590.331,1,3,1670.27,437,3.902,3.56,4148.38,8402.85,654
180,430,209,410,1,1,1,-2.958,0.054,3.036,34,2.633,430.361,1,3,1666.91,438.4285714,3.902,3.561,4148.32,8358.11,653
160,230,165,260,1,2,1,-2.801,0.059,0.714,80,3.314,858.022,1,3,1664.83,438.4285714,3.902,3.562,4148.22,8399.78,652
160,400,193,540,1,1,1,-2.172,0.059,0.348,56,4.201,607.507,1,3,1661.47,436,3.902,3.561,4148.35,8388.77,651
250,385,217,770,1,1,1,-2.847,0.069,0,38,2.897,472.42,1,3,1658.98,436,3.903,3.562,4112.26,8389.76,650
190,390,244,460,1,1,1,-2.372,0.07,1.154,32,3.706,290.951,1,3,1657.38,435.4285714,3.902,3.562,4112.35,8370.37,649
140,225,156,270,1,3,1,-2.872,0.082,2.655,14,2.497,186.943,1,3,1655.52,435.4285714,3.903,3.563,4112.32,8406.41,648
155,235,167,230,1,3,1,-2.868,0.09,1.055,26,2.963,307.264,0,3,1653.44,434,3.903,3.563,4112.32,8404.51,647
180,410,188,550,1,1,1,-2.605,0.09,0,15,2.938,177.985,1,3,1651.03,433.0285714,3.904,3.563,4076.35,8388.93,646
130,95,176,550,0,2,0,-2.439,0.092,0.361,56,3.909,566.407,0,3,1648.88,432.4285714,3.904,3.563,4076.34,8405.28,645
180,340,206,360,1,1,1,-2.58,0.098,0.995,28,3.294,310.44,1,3,1647.58,432.4285714,3.904,3.564,4076.36,8379.97,644
260,390,215,810,1,1,1,-2.68,0.099,1.161,13,2.709,149.499,1,3,1747.8,490,3.906,3.565,4112.31,8302.3,643
160,340,171,470,1,2,1,-2.577,0.1,0.409,28,2.984,342.663,1,3,1739.72,485.5714286,3.903,3.524,4364.38,8688.7,642
250,440,216,480,1,1,0,-2.837,0.013,1.892,38,3.189,431.059,1,3,1618.45,420,3.898,3.527,4364.36,8685.89,641
130,100,167,480,0,2,0,-2.791,0.03,3.056,20,2.2,324.509,1,3,1627.66,423.4285714,3.9,3.571,3968.31,8339.3,640
180,360,194,380,1,2,1,-2.79,0.031,2.427,30,3.193,335.392,1,3,1628.41,425,3.901,3.569,4004.36,8353.8,639
140,330,273,290,1,3,1,-2.563,0.031,0,25,3.492,299.319,1,3,1629.5,424.7814,3.902,3.568,4004.34,8335.12,638
150,250,168,330,1,3,1,-2.896,0.032,3.342,26,2.76,330.953,0,3,1625.31,423.4285714,3.901,3.568,4004.34,8354.11,637
180,390,256,740,1,2,1,-2.632,0.032,3.118,46,3.599,514.551,0,3,1621.22,422.7428571,3.9,3.567,4004.34,8305.81,636
190,295,219,470,1,1,1,-2.875,0.034,3.394,44,3.086,510.174,1,3,1584.77,413.8285714,3.891,3.581,3788.35,8038.59,633
180,400,193,540,1,1,1,-2.785,0.036,2.596,80,3.251,878.288,0,3,1586.56,412.8,3.894,3.575,3860.32,8152.1,632
160,320,181,440,1,2,1,-2.585,0.039,1.626,15,2.951,178.21,1,3,1585.41,412.8,3.894,3.574,3860.35,8205.21,631
210,320,270,510,1,1,1,-2.886,0.041,3.16,26,2.703,337.873,1,3,1584.58,412.8,3.895,3.575,3860.35,8233.89,630
130,95,176,320,0,2,0,-2.694,0.044,2.325,34,2.821,435.364,1,3,1582.75,411,3.895,3.573,3860.35,8226.18,629
167,365,175,320,1,3,1,-2.691,0.046,0,77,2.868,846.546,0,3,1580.8,412.1142857,3.894,3.574,3860.32,8231.9,628
200,420,207,500,1,1,1,-2.62,0.049,2.117,28,3.101,369.232,1,3,1578.21,409.7142857,3.894,3.574,3860.32,8209.5,627
150,250,168,330,1,3,1,-2.817,0.05,2.826,54,3.088,651.656,1,3,1575.74,409.0285714,3.893,3.574,3860.38,8219.55,626
160,340,171,470,1,2,1,-2.482,0.051,2.23,45,3.204,568.378,1,3,1573.22,409.2,3.893,3.575,3824.26,8186.46,625
157,230,170,220,1,3,1,-2.468,0.058,0.631,42,3.133,570.329,1,3,1571.77,407.6571429,3.892,3.575,3824.32,8194.62,624
190,325,222,420,1,2,1,-2.565,0.059,1.14,15,3.034,173.298,1,3,1569.79,407.5714286,3.892,3.575,3824.38,8201.89,623
160,330,191,440,1,3,1,-2.144,0.06,1.955,31,3.232,371.739,1,3,1568.81,406.9714286,3.892,3.575,3824.38,8215.8,622
210,335,258,540,1,1,1,-2.595,0.063,3.736,17,2.678,174.618,1,3,1567.16,406.9714286,3.892,3.576,3824.38,8185.53,621
200,325,194,440,1,1,1,-2.911,0.064,3.079,34,2.633,431.422,0,3,1565.31,406.2857143,3.892,3.576,3824.32,8175.4,620
200,375,232,450,1,1,1,-2.558,0.066,0.931,30,2.911,361.337,1,3,1562.86,406.2857143,3.892,3.577,3788.39,8168.26,619
190,400,238,480,1,1,1,-2.859,0.068,2.413,26,2.896,315.39,0,3,1561.34,405.6,3.891,3.577,3788.22,8175.05,618
233,450,161,940,1,1,1,-2.555,0.069,1.854,15,2.925,179.798,1,3,1560.28,405,3.891,3.577,3788.28,8196.95,617
160,270,167,250,1,2,1,-2.551,0.071,2.292,28,2.969,346.461,1,3,1557.38,404.9142857,3.891,3.578,3788.33,8179.23,616
210,400,181,620,1,1,1,-2.356,0.071,1.851,14,3.787,122.581,1,3,1556.42,404.9142857,3.891,3.578,3788.39,8183.72,615
180,360,206,560,1,2,1,-2.647,0.072,2.373,41,2.501,593.87,1,3,1555.88,404.9142857,3.891,3.577,3788.34,8180.34,614
145,170,168,190,1,2,1,-2.646,0.072,2.598,41,2.546,583.402,1,3,1555.91,404.9142857,3.891,3.578,3752.28,8200.25,613
250,610,180,620,1,1,1,-2.646,0.073,2.391,41,2.55,582.533,1,3,1554.84,404.9142857,3.891,3.578,3752.48,8232.83,612
150,190,168,220,1,3,1,-2.833,0.076,3.041,14,2.524,185.499,1,3,1527.61,405.594,3.886,3.766,3654.02,8486.05,611
150,275,164,420,1,3,1,-2.768,0.081,0,38,2.958,464.73,1,3,197940.48,123364.094,4.252,3.315,71804.09,71804.09,610
225,310,153,650,1,2,1,-2.633,0.082,0.054,33,2.777,438.109,1,3,1576.45,404.5714286,3.879,3.542,4868.35,10450.69,609
180,400,193,540,1,1,1,-2.826,0.082,0,28,2.507,373.616,1,3,1587.87,409.2857143,3.884,3.589,3860.35,8379.71,608
180,370,216,440,1,1,1,-2.486,0.083,2.254,20,3.575,171.619,1,3,1593.25,409.0285714,3.887,3.586,3896.38,8320.58,607
144,220,164,230,1,3,2,-2.635,0.084,1.827,41,2.433,610.604,1,3,1593.21,409.7142857,3.887,3.584,3896.38,8287.26,606
167,400,160,380,1,3,1,-2.543,0.089,0.232,15,2.781,159.895,0,3,1593.34,412.8,3.888,3.584,3896.32,8349.12,605
200,450,178,650,1,2,1,-2.927,0.091,3.508,31,2.776,391.367,1,3,1592.51,413.4857143,3.889,3.584,3896.32,8327.36,604
165,250,153,210,1,3,1,-2.474,0.094,2.173,20,3.615,169.712,1,3,1590.76,411.7714286,3.889,3.583,4573.39,8280.14,603
160,440,175,590,1,2,1,-2.391,0.094,0.005,37,2.617,455.754,0,3,1588.87,413.5714286,3.89,3.583,3896.22,8318.84,602
260,375,223,780,1,1,1,-2.524,0.099,0.976,22,3.031,258.368,1,3,1586.82,411.8571429,3.891,3.583,3896.32,8331.45,601
130,195,166,170,1,3,1,-2.882,0.104,0.189,24,2.624,302.599,0,3,1583.94,410.0571429,3.891,3.582,3860.35,8300.86,600
140,220,193,260,1,3,1,-2.132,0.106,2.139,37,2.668,384.899,1,3,1582.05,410.0571429,3.891,3.582,3860.35,8325.44,599
150,185,156,260,1,3,1,-2.426,0.114,0,39,2.753,547.911,0,3,1579.3,408.8571429,3.891,3.583,3860.32,8303.13,598
150,275,164,420,1,3,1,-2.087,0.118,1.492,31,3.233,371.607,1,3,1577.3,407.6571429,3.892,3.583,3860.35,8290.3,597
217,425,171,930,1,1,1,-2.343,0.024,2.47,45,3.408,547.959,1,3,1576.12,407.6571429,3.892,3.583,3824.39,8297.89,596
160,290,179,230,1,2,1,-2.441,0.055,0.376,15,3.088,173.602,1,3,1572.12,406.9714286,3.891,3.583,3824.31,8263.03,595
240,425,197,850,1,1,1,-2.439,0.057,0.23,15,3.024,177.312,1,3,1569.56,405,3.891,3.583,3824.38,8301.25,594
261,435,167,910,1,1,1,-2.862,0.07,3.06,34,2.74,418.368,1,3,1566.92,403.8857143,3.891,3.584,3824.39,8295.33,593
160,420,183,560,1,2,1,-2.545,0.071,2.685,17,2.753,171.772,1,3,1683.56,459,3.892,3.583,3824.36,8173.7,592
160,350,166,490,1,2,1,-2.25,0.076,0.005,42,3.318,552.402,1,3,1674.91,456.8571429,3.889,3.543,4148.36,8644.16,591
180,375,200,470,1,1,1,-2.529,0.082,0.176,35,2.94,428.648,1,3,1669.86,454.2857143,3.888,3.546,4148.22,8630.5,590
150,235,161,270,1,2,1,-2.348,0.087,1.333,14,2.451,214.044,1,3,1665.67,453,3.887,3.549,4112.36,8603.5,589
150,250,180,380,1,3,1,-2.406,0.09,0.323,15,3.043,176.207,0,3,1662.56,452,3.887,3.548,4112.36,8586.53,588
190,280,231,450,1,1,1,-2.351,0.084,0.871,14,3.762,139.432,1,2,1657.73,452.1428571,3.886,3.55,4112.34,8573.56,587
167,370,173,350,1,3,1,-2.351,0.084,1.323,28,3,349.762,1,2,1624.91,453.593,3.874,3.732,3962.02,8863.51,586
135,315,165,230,1,3,1,-2.574,0.094,2.842,64,3.249,735.894,1,2,1641.88,447.4285714,3.873,3.852,3860.5,8735.94,585
210,750,267,710,1,1,1,-2.339,0.097,0.736,28,3.605,291.06,1,2,1654,448.7142857,3.881,3.558,4040.38,8581.12,584
150,180,178,240,1,3,1,-2.327,0.109,0.702,28,3.203,327.583,1,2,1656.38,449.5714286,3.883,3.555,4076.34,8524.84,583
157,325,172,390,1,3,2,-2.291,0.144,0.511,14,4.15,126.395,1,2,1655.31,449.5714286,3.884,3.553,4076.31,8560.28,582
160,270,193,190,1,3,2,-2.012,0.19,0.717,22,3.927,216.338,1,2,1652.25,448,3.883,3.553,4076.31,8486.12,581
160,425,181,570,1,2,1,-2.904,0.012,0.904,38,3.098,441.742,1,3,1649.97,448.2857143,3.884,3.552,4076.31,8519.91,580
140,310,168,230,1,3,1,-2.755,0.019,2.346,46,3.481,528.536,1,3,1647.47,447,3.883,3.553,4076.38,8522.53,579
200,350,171,440,1,1,1,-2.946,0.02,3.286,44,3.009,521.131,1,3,1644.72,445.7142857,3.883,3.553,4040.34,8461.09,578
250,515,184,560,1,1,0,-2.194,0.028,0.311,63,4.093,595.723,0,3,1642.66,446,3.883,3.554,4040.31,8476.38,577
155,255,154,210,1,3,1,-2.69,0.031,0,25,3.434,302.156,1,3,1640.59,444.4285714,3.882,3.554,4040.34,8479.72,576
200,380,228,610,1,1,1,-2.894,0.043,2.865,54,3.012,665.118,1,3,1638.66,445,3.882,3.555,4040.34,8489.97,575
130,195,166,170,1,3,1,-2.736,0.045,2.164,28,2.985,381.117,1,3,1636.78,443.1428571,3.882,3.555,4040.38,8506.38,574
130,195,166,170,1,3,1,-2.61,0.05,2.045,45,3.062,590.331,1,3,1635.22,443.1428571,3.882,3.556,4004.31,8522.16,573
167,365,175,340,1,3,1,-2.958,0.054,3.036,34,2.633,430.361,1,3,1632.62,441,3.882,3.556,4004.31,8477.88,572
150,335,173,210,1,3,1,-2.801,0.059,0.714,80,3.314,858.022,1,3,1631.19,441.8571429,3.881,3.556,4004.28,8506.69,571
250,365,195,730,1,1,1,-2.172,0.059,0.348,56,4.201,607.507,1,3,1629.53,440.5714286,3.882,3.556,4004.31,8509,570
150,575,104,540,1,1,1,-2.847,0.069,0,38,2.897,472.42,1,3,1627.75,439.6248,3.881,3.557,4004.34,8436.16,569
150,335,188,350,1,3,1,-2.372,0.07,1.154,32,3.706,290.951,1,3,1626.84,439.2857143,3.881,3.557,3968.34,8470.84,568
200,365,237,590,1,1,1,-2.872,0.082,2.655,14,2.497,186.943,1,3,1626.06,441,3.881,3.556,3970.69,8489.69,567
410,970,206,920,1,1,1,-2.868,0.09,1.055,26,2.963,307.264,0,3,1624.75,441,3.88,3.556,3968.38,8482.47,566
150,255,176,390,1,3,1,-2.605,0.09,0,15,2.938,177.985,1,3,1623.25,439.7142857,3.88,3.556,3968.31,8491.28,565
160,420,183,560,1,2,1,-2.439,0.092,0.361,56,3.909,566.407,0,3,1621.38,439.7142857,3.88,3.556,3968.34,8462.28,564
250,450,211,490,1,1,0,-2.58,0.098,0.995,28,3.294,310.44,1,3,1608.06,433.2857143,3.876,3.558,3932.34,8465.09,563
145,170,168,190,1,2,1,-2.68,0.099,1.161,13,2.709,149.499,1,3,1577.44,439.188,3.864,3.742,3801,8759.81,562
150,250,180,380,1,3,1,-2.577,0.1,0.409,28,2.984,342.663,1,3,1607.88,436.2857143,3.868,3.863,3752.31,8582,561
135,130,164,560,0,2,0,-2.837,0.013,1.892,38,3.189,431.059,1,3,1620.06,439.5428571,3.877,3.562,3932.38,8551.75,559
150,250,180,380,1,3,1,-2.791,0.03,3.056,20,2.2,324.509,1,3,1617.44,438,3.877,3.559,3968.31,8540.88,558
261,505,188,550,1,1,0,-2.79,0.031,2.427,30,3.193,335.392,1,3,1615.88,436.4571429,3.877,3.559,3932.38,8540.56,557
135,255,161,230,1,3,1,-2.563,0.031,0,25,3.492,299.319,1,3,1614,437,3.877,3.56,3932.31,8540.88,556
241,410,177,900,1,1,1,-2.896,0.032,3.342,26,2.76,330.953,0,3,1614.88,437.1428571,3.878,3.559,3932.38,8511.06,555
160,440,198,520,1,3,1,-2.632,0.032,3.118,46,3.599,514.551,0,3,1611.69,437,3.877,3.56,3932.38,8545.44,554
200,365,232,340,1,1,1,-2.875,0.034,3.394,44,3.086,510.174,1,3,1613.31,437.1428571,3.878,3.56,3932.38,8551.44,553
180,450,200,430,1,2,1,-2.785,0.036,2.596,80,3.251,878.288,0,3,1612.62,435.4285714,3.879,3.559,3932.31,8525.69,552
250,425,197,890,1,1,1,-2.585,0.039,1.626,15,2.951,178.21,1,3,1610.62,434.1893571,3.879,3.559,3932.38,8552.25,551
123,190,200,190,1,3,1,-2.886,0.041,3.16,26,2.703,337.873,1,3,1608,434.0571429,3.878,3.559,3932.38,8541.56,550
190,460,261,710,1,1,1,-2.694,0.044,2.325,34,2.821,435.364,1,3,1605.06,431.5714286,3.877,3.561,3896.38,8538.44,549
130,160,194,710,0,3,0,-2.691,0.046,0,77,2.868,846.546,0,3,1602.62,432,3.877,3.561,3896.19,8500.38,548
180,430,209,410,1,1,1,-2.62,0.049,2.117,28,3.101,369.232,1,3,1601.5,432,3.877,3.561,3896.31,8523.69,547
160,230,165,260,1,2,1,-2.817,0.05,2.826,54,3.088,651.656,1,3,1599.38,430.7142857,3.876,3.561,3896.25,8493.06,546
160,400,193,540,1,1,1,-2.482,0.051,2.23,45,3.204,568.378,1,3,1597.19,429.2,3.876,3.562,3896.31,8467.19,545
250,385,217,770,1,1,1,-2.468,0.058,0.631,42,3.133,570.329,1,3,1594.81,429.4285714,3.876,3.562,3896.38,8465.69,544
190,390,244,460,1,1,1,-2.565,0.059,1.14,15,3.034,173.298,1,3,1592.25,428.1428571,3.874,3.563,3860.38,8444.75,543
140,225,156,270,1,3,1,-2.144,0.06,1.955,31,3.232,371.739,1,3,1590.19,428.4,3.875,3.563,3860.25,8447.56,542
155,235,167,230,1,3,1,-2.595,0.063,3.736,17,2.678,174.618,1,3,1587.5,428.5714286,3.874,3.564,3860.38,8453.44,541
180,410,188,550,1,1,1,-2.911,0.064,3.079,34,2.633,431.422,0,3,1582.62,426,3.872,3.565,3860.31,8433.5,540
130,95,176,550,0,2,0,-2.558,0.066,0.931,30,2.911,361.337,1,3,1568.62,422.4,3.866,3.567,3824.25,8443.69,539
180,340,206,360,1,1,1,-2.859,0.068,2.413,26,2.896,315.39,0,3,1545.62,432,3.857,3.75,3668,8775.31,538
260,390,215,810,1,1,1,-2.555,0.069,1.854,15,2.925,179.798,1,3,1576.69,426.4285714,3.862,3.869,3644.38,8494.19,537
160,340,171,470,1,2,1,-2.551,0.071,2.292,28,2.969,346.461,1,3,1585.69,428.1428571,3.867,3.569,3824.31,8487.5,536
250,440,216,480,1,1,0,-2.356,0.071,1.851,14,3.787,122.581,1,3,1588.19,428.9142857,3.87,3.567,3860.31,8470.38,535
130,100,167,480,0,2,0,-2.647,0.072,2.373,41,2.501,593.87,1,3,1585.94,427.7142857,3.871,3.566,3860.31,8461.88,534
180,360,194,380,1,2,1,-2.646,0.072,2.598,41,2.546,583.402,1,3,1583.69,426.4285714,3.87,3.566,3860.25,8466,533
140,330,273,290,1,3,1,-2.646,0.073,2.391,41,2.55,582.533,1,3,1581.75,426.4285714,3.87,3.566,3824.31,8473.12,532
150,250,168,330,1,3,1,-2.833,0.076,3.041,14,2.524,185.499,1,3,1583,428.1428571,3.87,3.584,3824.31,8478.31,531
180,390,256,740,1,2,1,-2.768,0.081,0,38,2.958,464.73,1,3,1580.38,427.5428571,3.87,3.566,3824.38,8466.75,530
190,295,219,470,1,1,1,-2.633,0.082,0.054,33,2.777,438.109,1,3,1578.69,425.1428571,3.87,3.566,3824.38,8493.12,529
180,400,193,540,1,1,1,-2.826,0.082,0,28,2.507,373.616,1,3,1578.88,425.8285714,3.871,3.566,3824.38,8457.38,528
160,320,181,440,1,2,1,-2.486,0.083,2.254,20,3.575,171.619,1,3,1577.56,425.8285714,3.871,3.566,3824.38,8507.12,527
210,320,270,510,1,1,1,-2.635,0.084,1.827,41,2.433,610.604,1,3,1576.38,423.4285714,3.871,3.567,3824.38,8470.75,526
130,95,176,320,0,2,0,-2.543,0.089,0.232,15,2.781,159.895,0,3,1575.5,423.4285714,3.871,3.567,3824.25,8530.81,525
167,365,175,320,1,3,1,-2.927,0.091,3.508,31,2.776,391.367,1,3,1573.56,423.4285714,3.872,3.567,3788.31,8472.81,524
200,420,207,500,1,1,1,-2.474,0.094,2.173,20,3.615,169.712,1,3,1571.81,422.7428571,3.871,3.567,3788.31,8456.12,523
150,250,168,330,1,3,1,-2.391,0.094,0.005,37,2.617,455.754,0,3,1570.25,422.1428571,3.871,3.567,3788.31,8461.88,522
160,340,171,470,1,2,1,-2.524,0.099,0.976,22,3.031,258.368,1,3,1568.12,420.8571429,3.87,3.569,3788.38,8468.06,521
157,230,170,220,1,3,1,-2.882,0.104,0.189,24,2.624,302.599,0,3,1565.94,422.5714286,3.87,3.569,3788.31,8487.12,520
190,325,222,420,1,2,1,-2.132,0.106,2.139,37,2.668,384.899,1,3,1562.88,419.5714286,3.87,3.569,3752.25,8454.88,519
160,330,191,440,1,3,1,-2.426,0.114,0,39,2.753,547.911,0,3,1560.38,418.2857143,3.87,3.57,3752.38,8421.88,518
210,335,258,540,1,1,1,-2.087,0.118,1.492,31,3.233,371.607,1,3,1557.5,417.6,3.868,3.57,3752.38,8446,517
200,325,194,440,1,1,1,-2.343,0.024,2.47,45,3.408,547.959,1,3,1543,414,3.863,3.571,3716.38,8431.12,516
200,375,232,450,1,1,1,-2.441,0.055,0.376,15,3.088,173.602,1,3,1532,412.2857143,3.859,3.575,3680.5,8439.75,515
190,400,238,480,1,1,1,-2.439,0.057,0.23,15,3.024,177.312,1,3,1509.25,424.75,3.848,3.757,3563,8681.75,514
233,450,161,940,1,1,1,-2.699,0.006,3.462,16,2.993,178.513,1,1,191254.43,4680,4.243,3.323,69132.58,69132.58,513
160,270,167,250,1,2,1,-2.696,0.008,2.879,32,2.926,365.272,1,1,1557.25,422.7428571,3.84,3.602,4508.35,10882.53,512
210,400,181,620,1,1,1,-2.775,0.012,3.653,28,2.761,301.775,1,1,1577.15,426.4285714,3.854,3.586,3788.32,8647.2,511
180,360,206,560,1,2,1,-2.783,0.013,3.015,38,2.908,436.183,1,1,1584.54,426.4285714,3.859,3.581,3824.32,8592.48,510
145,170,168,190,1,2,1,-2.747,0.016,2.578,36,3.334,421.286,1,1,1585.51,427.2857143,3.861,3.58,3860.32,8522.21,509
250,610,180,620,1,1,1,-2.763,0.024,3.293,14,2.792,149.207,1,1,1585.38,426.8571429,3.863,3.578,3860.32,8570.37,508
150,190,168,220,1,3,1,-2.65,0.027,1.052,28,3.507,291.575,0,1,1583.87,425.1428571,3.863,3.578,3860.32,8587.59,507
150,275,164,420,1,3,1,-2.676,0.029,3.384,32,2.927,365.179,0,1,1581.48,423.4285714,3.864,3.578,3860.23,8560.7,506
225,310,153,650,1,2,1,-2.822,0.038,0.612,20,3.255,218.36,1,1,1578.94,423.4285714,3.865,3.579,3824.32,8587.9,505
180,400,193,540,1,1,1,-2.823,0.04,3.447,22,2.7,271.853,1,1,1576.23,423.4285714,3.865,3.578,3824.23,8576.03,504
180,370,216,440,1,1,1,-2.66,0.044,2.785,32,2.977,358.984,1,1,1571.1,420.3428571,3.864,3.579,3824.35,8531.3,503
144,220,164,230,1,3,2,-2.818,0.045,3.397,22,2.702,271.581,1,1,1567.2,419.6571429,3.864,3.58,3788.23,8504.23,502
167,400,160,380,1,3,1,-2.697,0.049,2.461,52,3.047,636.288,1,1,1563.84,419.5714286,3.864,3.58,3788.32,8522.52,501
200,450,178,650,1,2,1,-2.496,0.052,0.988,46,2.4,471.249,1,1,1560.62,416.5714286,3.863,3.581,3752.38,8513.85,500
165,250,153,210,1,3,1,-2.721,0.058,0.921,78,2.89,840.856,0,1,1557.89,418,3.863,3.581,3752.31,8501.62,499
160,440,175,590,1,2,1,-2.649,0.067,0.584,16,2.588,175.701,0,1,1555.45,415.8857143,3.863,3.581,3752.23,8504.58,498
260,375,223,780,1,1,1,-2.942,0.069,3.823,68,2.31,980.879,0,1,1552.58,415.2857143,3.863,3.581,3752.33,8455.72,497
130,195,166,170,1,3,1,-2.712,0.073,1.262,34,2.847,429.302,1,1,1550.27,414,3.862,3.583,3752.34,8476.41,496
140,220,193,260,1,3,1,-2.769,0.077,3.188,64,2.517,929.064,0,1,1547.84,414.3,3.862,3.582,3716.25,8431.94,495
150,185,156,260,1,3,1,-2.782,0.078,1.497,20,3.104,228.983,1,1,1544.77,412.7142857,3.862,3.582,3716.33,8431.23,494
